symptoms_text,specialty
تمزق الشبكية الناتج عن الإصابات الرياضية,عيون ورمد
تكون الكيس الزجاجي,عيون ورمد
انحراف العين العرضي,عيون ورمد
التهاب الشبكية الناتج عن مرض الكبد المزمن,عيون ورمد
اعتلال الشبكية الناتج عن ارتفاع اليود,عيون ورمد
ضمور العصب البصري المركزي,عيون ورمد
تمزق الغشاء الداخلي للشبكية,عيون ورمد
الورم العصبي البصري,عيون ورمد
التهاب القرنية الناجم عن الصدمات الحرارية,عيون ورمد
التهاب الحاجز الأنفي الداخلي المؤثر على العين,عيون ورمد
جفاف العين الناتج عن نقص الهرمونات,عيون ورمد
انفصال الجسم الزجاجي الخلفي,عيون ورمد
انسداد القناة الدمعية المزمن,عيون ورمد
التهاب القرنية الناتج عن الفطريات,عيون ورمد
ورم الأوعية الدموية الحجاجي,عيون ورمد
تمدد الأوعية الدموية الشبكية,عيون ورمد
الحول الناتج عن اضطراب العضلات المحركة للعين,عيون ورمد
التهاب القرنية الناتج عن الحساسية,عيون ورمد
التهاب الغدة الدمعية بسبب الأمراض المناعية,عيون ورمد
التهاب الجفن الدهني,عيون ورمد
الورم الليمفاوي الحجاجي,عيون ورمد
التهاب القرنية الناتج عن نقص المناعة,عيون ورمد
القرنية الزرقاء,عيون ورمد
التهاب العين الناتج عن ارتفاع السكر غير المسيطر عليه,عيون ورمد
الالتهاب المزمن للغدة الدمعية,عيون ورمد
ضمور الشبكية الناتج عن الأمراض الوراثية,عيون ورمد
الحول الناتج عن أمراض الأعصاب المركزية,عيون ورمد
التهاب العصب البصري الناتج عن العدوى البكتيرية,عيون ورمد
قرنية العين المتقرحة,عيون ورمد
الورم العضلي الحجاجي,عيون ورمد
التهاب العنبية الخلفي,عيون ورمد
الحول الناتج عن أمراض الغدة الدرقية,عيون ورمد
تمدد الأوعية الدموية تحت الشبكية,عيون ورمد
التهاب العين الناتج عن الأدوية الكيميائية,عيون ورمد
التهاب القزحية الناتج عن الصدمات,عيون ورمد
تورم العصب البصري,عيون ورمد
انحراف القرنية الناتج عن الجراحة,عيون ورمد
التهاب الملتحمة الناتج عن الحساسية الغذائية,عيون ورمد
الحول الناتج عن ضعف النظر الأحادي,عيون ورمد
مرض القرنية الفقاعي,عيون ورمد
التهاب العين الناتج عن العدوى الطفيلية,عيون ورمد
الاعتلال الشبكي الناتج عن الأمراض الالتهابية,عيون ورمد
جروح القرنية الناتجة عن المواد الكيميائية,عيون ورمد
تمزق الأوعية الدموية في العين,عيون ورمد
تكلس الصلبة,عيون ورمد
مرض التصلب المتعدد وتأثيره على العين,عيون ورمد
الورم الدموي الحجاجي,عيون ورمد
التهاب القرنية الناتج عن العدوى الفيروسية المتقدمة,عيون ورمد
العين الكسولة,عيون ورمد
التهاب العين الناتج عن الصدمات الكهربائية,عيون ورمد
اعتلال القرنية الخلقي,عيون ورمد
ضعف عضلات الجفن العلوي,عيون ورمد
تشوهات العدسة الخلقية,عيون ورمد
التهاب الملتحمة الناتج عن الحساسية الموسمية,عيون ورمد
انسداد القناة الدمعية الولادية,عيون ورمد
النزيف الشبكي الناتج عن ارتفاع ضغط الدم,عيون ورمد
التهاب القرنية الناتج عن مرض الذئبة الحمراء,عيون ورمد
التهاب العين الناتج عن الإجهاد المزمن,عيون ورمد
تمزق العدسة بعد العمليات الجراحية,عيون ورمد
الحول الناتج عن نقص التروية العصبية,عيون ورمد
التهاب العصب البصري الناتج عن نقص الأكسجين,عيون ورمد
تغير مفاجئ في لون القزحية,عيون ورمد
احتقان شديد في العين مع دموع مستمرة,عيون ورمد
إحساس بحرقان مع حكة شديدة في الجفون,عيون ورمد
تشوش في الرؤية مع رؤية هالات حول الأضواء,عيون ورمد
انتفاخ ملحوظ في الجفن العلوي,عيون ورمد
إفرازات صفراء كثيفة من العين مع رائحة كريهة,عيون ورمد
جفاف مزمن في العين مع إحساس بوجود رمل داخلها,عيون ورمد
تغير شكل القرنية مع عدم وضوح الرؤية,عيون ورمد
ظهور بقع بيضاء على سطح العين,عيون ورمد
لما أتنفس جامد بحس صفارة في صدري,صدر
نفسي بيتلخبط لما أطلع سلم بسيط,صدر
كل لما أضحك نفسي يتقطع فجأة,صدر
بحس إن صدري بيتشنج لما أتحرك فجأة,صدر
عندي إحساس إن الهوى بيخبط جوا صدري,صدر
لما أستنشق ريحة قوية بكتم على طول,صدر
كل لما أكل تقيل نفسي يضيق,صدر
بحس إن في حاجة مسكة رئتي,صدر
وشي بيصفر لما نفسي يختفي فجأة,صدر
بحس بهزة في صدري مع كل شهقة,صدر
لما أنام على الجنب بحس نفسي محبوس,صدر
نفسي بيطلع قصير حتى وأنا قاعد,صدر
عندي وجع في ضلوعي لما أتنفس بعمق,صدر
بحس إن نفسي بيفضل واقف في نص الطريق,صدر
لما أتحرك كتير بحس كتمة شديدة,صدر
في صوت تزييق في صدري لما أتنفس,صدر
بحس إن نفسي بيخبط في حاجة جوا,صدر
كل لما أتوتر نفسي بيقطع,صدر
عندي إحساس إن في ريحة نفس غريبة,صدر
نفسي بيسخن بسرعة لما أطلع سلالم,صدر
لما أتمدد على ضهري بحس نفسي تقيل,صدر
كل لما أجري قلبي يسبق نفسي,صدر
بحس بحاجة تخبط في صدري مع الكحة,صدر
نفسي بيبقى أسرع من الطبيعي فجأة,صدر
وشي بيصفر لما نفسي يتقطع,صدر
بحس إن النفس بيخدش في حلقي,صدر
في طعم غريب في نفسي مع الكحة,صدر
كل لما أسخن الكتمة تزيد,صدر
نفسي بيرجع كأنه بيصدى,صدر
بحس نغزة في ضلوعي لما أتنفس جامد,صدر
وشي بيصفر لما أقف في الحر فترة,صدر
عندي وخزة في القصبة الهوائية,صدر
لما أضحك على الواقف نفسي بيختفي,صدر
بحس إن الهوى مش بيوصل لآخر الرئة,صدر
عندي دغدغة غريبة في مجرى النفس,صدر
كل لما أبلع ريقي بحس نفسي بيضيق,صدر
وشي بيحمر لما نفسي يوقف فجأة,صدر
بحس إن صدري بيزن من جوه,صدر
نفسي بيقف لما أسمع صوت عالي,صدر
لما أتكلم كتير بحس نفسي بيتعب,صدر
عندي تنميل في ضهري مع النفس,صدر
بحس إن رئتي مش قادرة تكمل النفس,صدر
نفسي بيبقى متقطع لما أتحرك,صدر
وشي بيصفر لما أعمل مجهود خفيف,صدر
عندي رعشة في صدري مع كل شهقة,صدر
بحس وجع في صدري لما أضحك بشدة,صدر
لما أتنهد بحس حاجة بتتحرك في صدري,صدر
نفسي بيختفي فجأة لما أركب موصلات,صدر
بحس كأني شارب حاجة تقيلة في نفسي,صدر
عندي نغزة تيجي مع النفس العميق,صدر
وشي بيحمر لما نفسي بيقف,صدر
بحس صوت خروشة في نفسي وأنا رايح أنام,صدر
نفسي بيقف لما بسمع دوشة,صدر
كل لما أمشي بسرعة بحس كتمة,صدر
بحس بحرقة في صدري لما أطلع سلم,صدر
وشي بيصفر لما أتنفس بسرعة,صدر
نفسي بيتهز لما أكح,صدر
بحس إن في مروحة بتلف في صدري,صدر
عندي بلغم ناشف بيزن في صدري,صدر
نفسي بيبقى قصير بعد أي خناقة,صدر
بحس نغزة قوية لما أغير وضعي فجأة,صدر
وشي بيحمر لما نفسي بيقف مع الضحك,صدر
